customer_id,total_spend,avg_spend,spend_std,transaction_count,unique_categories,age,gender,cluster,persona
89591,900.16,900.16,0.0,1,1,53,M,3,High-Volatility / Impulsive Spender
89661,22.61,22.61,0.0,1,1,34,M,3,High-Volatility / Impulsive Spender
89663,2003.03,2003.03,0.0,1,1,38,F,1,High-Frequency Moderate Spender
89669,91.25,91.25,0.0,1,1,49,F,2,Luxury-Oriented Spender
89674,22.8,22.8,0.0,1,1,54,M,3,High-Volatility / Impulsive Spender
89698,269.68,269.68,0.0,1,1,38,F,2,Luxury-Oriented Spender
89720,543.69,543.69,0.0,1,1,31,M,3,High-Volatility / Impulsive Spender
89767,100.42,100.42,0.0,1,1,23,Unknown,0,Conservative Budgeter
89789,2528.63,2528.63,0.0,1,1,50,F,1,High-Frequency Moderate Spender
89812,275.93,275.93,0.0,1,1,63,Unknown,0,Conservative Budgeter
89813,295.49,295.49,0.0,1,1,25,Unknown,0,Conservative Budgeter
89816,837.96,837.96,0.0,1,1,68,F,2,Luxury-Oriented Spender
89818,86.76,86.76,0.0,1,1,35,F,2,Luxury-Oriented Spender
89841,2954.47,2954.47,0.0,1,1,54,F,1,High-Frequency Moderate Spender
89855,255.98,255.98,0.0,1,1,60,Unknown,0,Conservative Budgeter
89862,685.07,685.07,0.0,1,1,28,M,3,High-Volatility / Impulsive Spender
89875,100.96,100.96,0.0,1,1,38,F,2,Luxury-Oriented Spender
89891,1997.94,1997.94,0.0,1,1,60,M,1,High-Frequency Moderate Spender
89928,298.35,298.35,0.0,1,1,63,F,2,Luxury-Oriented Spender
89951,457.69,457.69,0.0,1,1,22,F,2,Luxury-Oriented Spender
89962,572.6,572.6,0.0,1,1,37,M,3,High-Volatility / Impulsive Spender
89974,160.53,160.53,0.0,1,1,45,M,3,High-Volatility / Impulsive Spender
90011,295.83,295.83,0.0,1,1,24,F,2,Luxury-Oriented Spender
90021,80.19,80.19,0.0,1,1,39,M,3,High-Volatility / Impulsive Spender
90041,455.86,455.86,0.0,1,1,65,F,2,Luxury-Oriented Spender
90052,191.42,191.42,0.0,1,1,24,F,2,Luxury-Oriented Spender
90069,149.97,149.97,0.0,1,1,74,M,3,High-Volatility / Impulsive Spender
90113,2486.77,2486.77,0.0,1,1,49,F,1,High-Frequency Moderate Spender
90129,520.03,520.03,0.0,1,1,76,F,2,Luxury-Oriented Spender
90134,2448.87,2448.87,0.0,1,1,25,F,1,High-Frequency Moderate Spender
90150,67.35,67.35,0.0,1,1,67,M,3,High-Volatility / Impulsive Spender
90166,92.04,92.04,0.0,1,1,44,F,2,Luxury-Oriented Spender
90175,442.83,442.83,0.0,1,1,74,M,3,High-Volatility / Impulsive Spender
90214,118.33,118.33,0.0,1,1,36,F,2,Luxury-Oriented Spender
90226,307.32,307.32,0.0,1,1,41,F,2,Luxury-Oriented Spender
90230,306.87,306.87,0.0,1,1,57,F,2,Luxury-Oriented Spender
90241,37.28,37.28,0.0,1,1,37,M,3,High-Volatility / Impulsive Spender
90251,153.01,153.01,0.0,1,1,67,M,3,High-Volatility / Impulsive Spender
90254,259.48,259.48,0.0,1,1,34,M,3,High-Volatility / Impulsive Spender
90269,61.25,61.25,0.0,1,1,41,Unknown,0,Conservative Budgeter
90285,195.65,195.65,0.0,1,1,69,M,3,High-Volatility / Impulsive Spender
90290,47.36,47.36,0.0,1,1,51,F,2,Luxury-Oriented Spender
90296,90.05,90.05,0.0,1,1,41,F,2,Luxury-Oriented Spender
90320,114.84,114.84,0.0,1,1,62,M,3,High-Volatility / Impulsive Spender
90336,40.11,40.11,0.0,1,1,45,F,2,Luxury-Oriented Spender
90355,82.34,82.34,0.0,1,1,57,F,2,Luxury-Oriented Spender
90365,346.36,346.36,0.0,1,1,32,F,2,Luxury-Oriented Spender
90370,456.6,456.6,0.0,1,1,71,F,2,Luxury-Oriented Spender
90383,144.28,144.28,0.0,1,1,68,M,3,High-Volatility / Impulsive Spender
90394,34.29,34.29,0.0,1,1,69,F,2,Luxury-Oriented Spender
90415,142.68,142.68,0.0,1,1,21,F,2,Luxury-Oriented Spender
90446,937.35,937.35,0.0,1,1,30,M,3,High-Volatility / Impulsive Spender
90447,55.87,55.87,0.0,1,1,42,Unknown,0,Conservative Budgeter
90476,82.94,82.94,0.0,1,1,65,M,3,High-Volatility / Impulsive Spender
90484,784.95,784.95,0.0,1,1,25,Unknown,0,Conservative Budgeter
90491,1522.76,1522.76,0.0,1,1,60,F,1,High-Frequency Moderate Spender
90493,955.09,955.09,0.0,1,1,57,F,2,Luxury-Oriented Spender
90553,364.57,364.57,0.0,1,1,43,M,3,High-Volatility / Impulsive Spender
90561,79.08,79.08,0.0,1,1,32,F,2,Luxury-Oriented Spender
90576,900.18,900.18,0.0,1,1,24,F,2,Luxury-Oriented Spender
90583,2721.89,2721.89,0.0,1,1,25,F,1,High-Frequency Moderate Spender
90589,64.67,64.67,0.0,1,1,61,F,2,Luxury-Oriented Spender
90610,87.29,87.29,0.0,1,1,73,F,2,Luxury-Oriented Spender
90634,2710.47,2710.47,0.0,1,1,59,F,1,High-Frequency Moderate Spender
90636,171.06,171.06,0.0,1,1,32,M,3,High-Volatility / Impulsive Spender
90638,986.91,986.91,0.0,1,1,53,Unknown,0,Conservative Budgeter
90692,90.78,90.78,0.0,1,1,46,M,3,High-Volatility / Impulsive Spender
90693,2878.73,2878.73,0.0,1,1,51,F,1,High-Frequency Moderate Spender
90713,161.33,161.33,0.0,1,1,57,M,3,High-Volatility / Impulsive Spender
90726,43.82,43.82,0.0,1,1,49,F,2,Luxury-Oriented Spender
90729,2482.85,2482.85,0.0,1,1,49,M,1,High-Frequency Moderate Spender
90740,155.43,155.43,0.0,1,1,27,M,3,High-Volatility / Impulsive Spender
90759,30.2,30.2,0.0,1,1,56,F,2,Luxury-Oriented Spender
90763,11.94,11.94,0.0,1,1,37,F,2,Luxury-Oriented Spender
90772,128.26,128.26,0.0,1,1,57,Unknown,0,Conservative Budgeter
90774,47.43,47.43,0.0,1,1,62,F,2,Luxury-Oriented Spender
90801,85.39,85.39,0.0,1,1,25,M,3,High-Volatility / Impulsive Spender
90823,125.71,125.71,0.0,1,1,20,M,3,High-Volatility / Impulsive Spender
90841,357.82,357.82,0.0,1,1,71,F,2,Luxury-Oriented Spender
90842,249.49,249.49,0.0,1,1,74,Unknown,0,Conservative Budgeter
90843,97.33,97.33,0.0,1,1,33,M,3,High-Volatility / Impulsive Spender
90846,39.42,39.42,0.0,1,1,21,F,2,Luxury-Oriented Spender
90854,148.65,148.65,0.0,1,1,23,F,2,Luxury-Oriented Spender
90871,403.2,403.2,0.0,1,1,50,F,2,Luxury-Oriented Spender
90872,176.3,176.3,0.0,1,1,75,M,3,High-Volatility / Impulsive Spender
90892,281.8,281.8,0.0,1,1,56,F,2,Luxury-Oriented Spender
90905,447.73,447.73,0.0,1,1,38,F,2,Luxury-Oriented Spender
90907,495.14,495.14,0.0,1,1,20,M,3,High-Volatility / Impulsive Spender
90995,22.99,22.99,0.0,1,1,49,F,2,Luxury-Oriented Spender
91048,202.5,202.5,0.0,1,1,74,M,3,High-Volatility / Impulsive Spender
91054,498.01,498.01,0.0,1,1,26,Unknown,0,Conservative Budgeter
91065,736.73,736.73,0.0,1,1,55,M,3,High-Volatility / Impulsive Spender
91076,64.1,64.1,0.0,1,1,63,F,2,Luxury-Oriented Spender
91125,52.32,52.32,0.0,1,1,70,F,2,Luxury-Oriented Spender
91129,484.44,484.44,0.0,1,1,39,F,2,Luxury-Oriented Spender
91181,88.56,88.56,0.0,1,1,22,Unknown,0,Conservative Budgeter
91192,634.3,634.3,0.0,1,1,63,F,2,Luxury-Oriented Spender
91218,185.9,185.9,0.0,1,1,46,M,3,High-Volatility / Impulsive Spender
91223,532.32,532.32,0.0,1,1,33,M,3,High-Volatility / Impulsive Spender
91248,1267.34,1267.34,0.0,1,1,27,M,1,High-Frequency Moderate Spender
91269,47.8,47.8,0.0,1,1,30,F,2,Luxury-Oriented Spender
91289,36.03,36.03,0.0,1,1,67,F,2,Luxury-Oriented Spender
91337,55.2,55.2,0.0,1,1,44,M,3,High-Volatility / Impulsive Spender
91356,575.66,575.66,0.0,1,1,30,F,2,Luxury-Oriented Spender
91360,102.37,102.37,0.0,1,1,20,F,2,Luxury-Oriented Spender
91373,631.93,631.93,0.0,1,1,57,Unknown,0,Conservative Budgeter
91421,107.68,107.68,0.0,1,1,49,M,3,High-Volatility / Impulsive Spender
91425,729.65,729.65,0.0,1,1,67,M,3,High-Volatility / Impulsive Spender
91443,447.66,447.66,0.0,1,1,57,F,2,Luxury-Oriented Spender
91448,99.84,99.84,0.0,1,1,64,F,2,Luxury-Oriented Spender
91453,194.2,194.2,0.0,1,1,68,M,3,High-Volatility / Impulsive Spender
91468,11.52,11.52,0.0,1,1,21,F,2,Luxury-Oriented Spender
91473,131.84,131.84,0.0,1,1,36,M,3,High-Volatility / Impulsive Spender
91498,432.0,432.0,0.0,1,1,69,F,2,Luxury-Oriented Spender
91506,69.58,69.58,0.0,1,1,27,M,3,High-Volatility / Impulsive Spender
91508,252.81,252.81,0.0,1,1,37,F,2,Luxury-Oriented Spender
91514,54.35,54.35,0.0,1,1,52,Unknown,0,Conservative Budgeter
91520,20.75,20.75,0.0,1,1,60,M,3,High-Volatility / Impulsive Spender
91530,24.49,24.49,0.0,1,1,65,F,2,Luxury-Oriented Spender
91545,1123.44,1123.44,0.0,1,1,53,Unknown,0,Conservative Budgeter
91546,38.32,38.32,0.0,1,1,55,M,3,High-Volatility / Impulsive Spender
91588,71.74,71.74,0.0,1,1,69,Unknown,0,Conservative Budgeter
91598,176.24,176.24,0.0,1,1,45,M,3,High-Volatility / Impulsive Spender
91602,2038.96,2038.96,0.0,1,1,30,F,1,High-Frequency Moderate Spender
91611,269.78,269.78,0.0,1,1,75,F,2,Luxury-Oriented Spender
91619,13.77,13.77,0.0,1,1,32,F,2,Luxury-Oriented Spender
91657,71.04,71.04,0.0,1,1,37,F,2,Luxury-Oriented Spender
91685,33.38,33.38,0.0,1,1,65,M,3,High-Volatility / Impulsive Spender
91690,2845.11,2845.11,0.0,1,1,69,M,1,High-Frequency Moderate Spender
91698,178.64,178.64,0.0,1,1,57,F,2,Luxury-Oriented Spender
91701,1228.36,1228.36,0.0,1,1,40,M,3,High-Volatility / Impulsive Spender
91714,458.23,458.23,0.0,1,1,55,F,2,Luxury-Oriented Spender
91715,196.56,196.56,0.0,1,1,38,M,3,High-Volatility / Impulsive Spender
91718,73.74,73.74,0.0,1,1,42,F,2,Luxury-Oriented Spender
91734,323.3,323.3,0.0,1,1,77,M,3,High-Volatility / Impulsive Spender
91765,15.71,15.71,0.0,1,1,37,Unknown,0,Conservative Budgeter
91783,305.72,305.72,0.0,1,1,53,F,2,Luxury-Oriented Spender
91794,371.64,371.64,0.0,1,1,42,F,2,Luxury-Oriented Spender
91851,277.48,277.48,0.0,1,1,41,M,3,High-Volatility / Impulsive Spender
91866,2015.97,2015.97,0.0,1,1,72,M,1,High-Frequency Moderate Spender
91916,391.13,391.13,0.0,1,1,75,F,2,Luxury-Oriented Spender
91930,89.66,89.66,0.0,1,1,25,F,2,Luxury-Oriented Spender
91932,270.12,270.12,0.0,1,1,57,M,3,High-Volatility / Impulsive Spender
91969,2634.74,2634.74,0.0,1,1,32,M,1,High-Frequency Moderate Spender
92007,68.44,68.44,0.0,1,1,72,F,2,Luxury-Oriented Spender
92015,406.91,406.91,0.0,1,1,46,M,3,High-Volatility / Impulsive Spender
92084,268.43,268.43,0.0,1,1,56,M,3,High-Volatility / Impulsive Spender
92103,143.16,143.16,0.0,1,1,26,Unknown,0,Conservative Budgeter
92113,35.3,35.3,0.0,1,1,29,F,2,Luxury-Oriented Spender
92151,68.89,68.89,0.0,1,1,66,F,2,Luxury-Oriented Spender
92191,177.29,177.29,0.0,1,1,45,F,2,Luxury-Oriented Spender
92195,12.45,12.45,0.0,1,1,65,F,2,Luxury-Oriented Spender
92203,120.26,120.26,0.0,1,1,36,M,3,High-Volatility / Impulsive Spender
92213,163.61,163.61,0.0,1,1,74,M,3,High-Volatility / Impulsive Spender
92259,139.17,139.17,0.0,1,1,59,F,2,Luxury-Oriented Spender
92265,62.51,62.51,0.0,1,1,49,M,3,High-Volatility / Impulsive Spender
92293,540.69,540.69,0.0,1,1,48,M,3,High-Volatility / Impulsive Spender
92294,495.27,495.27,0.0,1,1,43,M,3,High-Volatility / Impulsive Spender
92323,96.37,96.37,0.0,1,1,21,M,3,High-Volatility / Impulsive Spender
92324,141.01,141.01,0.0,1,1,40,F,2,Luxury-Oriented Spender
92345,194.16,194.16,0.0,1,1,23,M,3,High-Volatility / Impulsive Spender
92366,426.19,426.19,0.0,1,1,46,F,2,Luxury-Oriented Spender
92398,62.39,62.39,0.0,1,1,37,M,3,High-Volatility / Impulsive Spender
92405,1908.61,1908.61,0.0,1,1,64,M,1,High-Frequency Moderate Spender
92411,53.25,53.25,0.0,1,1,58,Unknown,0,Conservative Budgeter
92420,105.17,105.17,0.0,1,1,77,M,3,High-Volatility / Impulsive Spender
92421,299.74,299.74,0.0,1,1,59,M,3,High-Volatility / Impulsive Spender
92439,28.68,28.68,0.0,1,1,70,Unknown,0,Conservative Budgeter
92468,118.54,118.54,0.0,1,1,23,Unknown,0,Conservative Budgeter
92472,13.74,13.74,0.0,1,1,66,M,3,High-Volatility / Impulsive Spender
92482,885.77,885.77,0.0,1,1,31,F,2,Luxury-Oriented Spender
92503,138.42,138.42,0.0,1,1,71,F,2,Luxury-Oriented Spender
92510,392.17,392.17,0.0,1,1,35,F,2,Luxury-Oriented Spender
92524,692.22,692.22,0.0,1,1,58,F,2,Luxury-Oriented Spender
92527,740.13,740.13,0.0,1,1,45,M,3,High-Volatility / Impulsive Spender
92547,90.73,90.73,0.0,1,1,31,M,3,High-Volatility / Impulsive Spender
92605,118.28,118.28,0.0,1,1,53,M,3,High-Volatility / Impulsive Spender
92631,193.58,193.58,0.0,1,1,51,M,3,High-Volatility / Impulsive Spender
92658,61.54,61.54,0.0,1,1,55,F,2,Luxury-Oriented Spender
92672,862.8,862.8,0.0,1,1,25,F,2,Luxury-Oriented Spender
92678,849.15,849.15,0.0,1,1,57,F,2,Luxury-Oriented Spender
92697,173.33,173.33,0.0,1,1,71,M,3,High-Volatility / Impulsive Spender
92742,72.44,72.44,0.0,1,1,69,M,3,High-Volatility / Impulsive Spender
92751,324.45,324.45,0.0,1,1,33,M,3,High-Volatility / Impulsive Spender
92752,28.46,28.46,0.0,1,1,42,F,2,Luxury-Oriented Spender
92772,127.87,127.87,0.0,1,1,32,F,2,Luxury-Oriented Spender
92782,387.25,387.25,0.0,1,1,40,M,3,High-Volatility / Impulsive Spender
92799,298.19,298.19,0.0,1,1,57,F,2,Luxury-Oriented Spender
92806,121.77,121.77,0.0,1,1,55,M,3,High-Volatility / Impulsive Spender
92813,581.47,581.47,0.0,1,1,31,M,3,High-Volatility / Impulsive Spender
92814,55.42,55.42,0.0,1,1,20,M,3,High-Volatility / Impulsive Spender
92821,86.34,86.34,0.0,1,1,69,F,2,Luxury-Oriented Spender
92824,83.97,83.97,0.0,1,1,28,F,2,Luxury-Oriented Spender
92846,165.93,165.93,0.0,1,1,59,Unknown,0,Conservative Budgeter
92861,387.78,387.78,0.0,1,1,73,F,2,Luxury-Oriented Spender
92904,31.1,31.1,0.0,1,1,38,F,2,Luxury-Oriented Spender
92909,353.7,353.7,0.0,1,1,50,Unknown,0,Conservative Budgeter
92920,1804.55,1804.55,0.0,1,1,41,M,1,High-Frequency Moderate Spender
92932,1072.62,1072.62,0.0,1,1,31,F,2,Luxury-Oriented Spender
92935,262.84,262.84,0.0,1,1,74,Unknown,0,Conservative Budgeter
92951,2388.34,2388.34,0.0,1,1,67,Unknown,1,High-Frequency Moderate Spender
92958,267.18,267.18,0.0,1,1,60,M,3,High-Volatility / Impulsive Spender
92962,376.88,376.88,0.0,1,1,75,F,2,Luxury-Oriented Spender
92964,358.85,358.85,0.0,1,1,32,M,3,High-Volatility / Impulsive Spender
92986,714.53,714.53,0.0,1,1,31,M,3,High-Volatility / Impulsive Spender
92990,1059.6,1059.6,0.0,1,1,40,F,2,Luxury-Oriented Spender
93018,25.9,25.9,0.0,1,1,68,M,3,High-Volatility / Impulsive Spender
93019,65.64,65.64,0.0,1,1,22,F,2,Luxury-Oriented Spender
93027,269.86,269.86,0.0,1,1,56,M,3,High-Volatility / Impulsive Spender
93031,63.31,63.31,0.0,1,1,75,F,2,Luxury-Oriented Spender
93050,26.02,26.02,0.0,1,1,73,M,3,High-Volatility / Impulsive Spender
93052,150.56,150.56,0.0,1,1,42,M,3,High-Volatility / Impulsive Spender
93065,22.95,22.95,0.0,1,1,47,M,3,High-Volatility / Impulsive Spender
93072,60.01,60.01,0.0,1,1,70,Unknown,0,Conservative Budgeter
93075,173.83,173.83,0.0,1,1,29,M,3,High-Volatility / Impulsive Spender
93127,901.39,901.39,0.0,1,1,71,M,3,High-Volatility / Impulsive Spender
93156,192.74,192.74,0.0,1,1,35,M,3,High-Volatility / Impulsive Spender
93196,428.82,428.82,0.0,1,1,42,F,2,Luxury-Oriented Spender
93210,68.68,68.68,0.0,1,1,20,M,3,High-Volatility / Impulsive Spender
93250,435.15,435.15,0.0,1,1,48,M,3,High-Volatility / Impulsive Spender
93259,25.31,25.31,0.0,1,1,72,M,3,High-Volatility / Impulsive Spender
93264,205.57,205.57,0.0,1,1,66,M,3,High-Volatility / Impulsive Spender
93271,141.03,141.03,0.0,1,1,25,Unknown,0,Conservative Budgeter
93288,11.06,11.06,0.0,1,1,37,F,2,Luxury-Oriented Spender
93289,87.15,87.15,0.0,1,1,25,F,2,Luxury-Oriented Spender
93298,60.08,60.08,0.0,1,1,33,M,3,High-Volatility / Impulsive Spender
93317,23.75,23.75,0.0,1,1,63,F,2,Luxury-Oriented Spender
93318,702.26,702.26,0.0,1,1,76,F,2,Luxury-Oriented Spender
93405,524.08,524.08,0.0,1,1,30,M,3,High-Volatility / Impulsive Spender
93406,238.02,238.02,0.0,1,1,49,F,2,Luxury-Oriented Spender
93410,128.96,128.96,0.0,1,1,72,F,2,Luxury-Oriented Spender
93438,48.23,48.23,0.0,1,1,53,F,2,Luxury-Oriented Spender
93473,41.05,41.05,0.0,1,1,35,Unknown,0,Conservative Budgeter
93495,91.29,91.29,0.0,1,1,23,F,2,Luxury-Oriented Spender
93510,13.66,13.66,0.0,1,1,70,M,3,High-Volatility / Impulsive Spender
93525,115.84,115.84,0.0,1,1,43,Unknown,0,Conservative Budgeter
93554,363.94,363.94,0.0,1,1,73,Unknown,0,Conservative Budgeter
93572,2781.88,2781.88,0.0,1,1,25,F,1,High-Frequency Moderate Spender
93587,38.1,38.1,0.0,1,1,73,Unknown,0,Conservative Budgeter
93638,256.37,256.37,0.0,1,1,73,F,2,Luxury-Oriented Spender
93639,85.19,85.19,0.0,1,1,54,M,3,High-Volatility / Impulsive Spender
93676,62.66,62.66,0.0,1,1,27,F,2,Luxury-Oriented Spender
93680,81.1,81.1,0.0,1,1,22,F,2,Luxury-Oriented Spender
93687,454.09,454.09,0.0,1,1,45,M,3,High-Volatility / Impulsive Spender
93701,95.26,95.26,0.0,1,1,35,M,3,High-Volatility / Impulsive Spender
93729,48.91,48.91,0.0,1,1,37,M,3,High-Volatility / Impulsive Spender
93755,1488.43,1488.43,0.0,1,1,75,F,1,High-Frequency Moderate Spender
93756,17.27,17.27,0.0,1,1,30,F,2,Luxury-Oriented Spender
93773,35.61,35.61,0.0,1,1,58,F,2,Luxury-Oriented Spender
93775,653.89,653.89,0.0,1,1,39,F,2,Luxury-Oriented Spender
93801,2935.33,2935.33,0.0,1,1,60,F,1,High-Frequency Moderate Spender
93816,66.37,66.37,0.0,1,1,22,M,3,High-Volatility / Impulsive Spender
93841,185.57,185.57,0.0,1,1,29,F,2,Luxury-Oriented Spender
93871,876.5,876.5,0.0,1,1,51,F,2,Luxury-Oriented Spender
93878,51.37,51.37,0.0,1,1,36,F,2,Luxury-Oriented Spender
93893,58.52,58.52,0.0,1,1,61,F,2,Luxury-Oriented Spender
93902,307.7,307.7,0.0,1,1,21,F,2,Luxury-Oriented Spender
93959,751.6,751.6,0.0,1,1,61,F,2,Luxury-Oriented Spender
93961,50.5,50.5,0.0,1,1,47,F,2,Luxury-Oriented Spender
93981,153.02,153.02,0.0,1,1,48,M,3,High-Volatility / Impulsive Spender
93985,1974.21,1974.21,0.0,1,1,48,F,1,High-Frequency Moderate Spender
93986,381.06,381.06,0.0,1,1,61,M,3,High-Volatility / Impulsive Spender
94000,398.24,398.24,0.0,1,1,74,M,3,High-Volatility / Impulsive Spender
94014,67.23,67.23,0.0,1,1,20,F,2,Luxury-Oriented Spender
94037,46.78,46.78,0.0,1,1,70,F,2,Luxury-Oriented Spender
94048,241.27,241.27,0.0,1,1,35,F,2,Luxury-Oriented Spender
94049,168.13,168.13,0.0,1,1,66,M,3,High-Volatility / Impulsive Spender
94051,163.83,163.83,0.0,1,1,30,F,2,Luxury-Oriented Spender
94075,943.78,943.78,0.0,1,1,69,Unknown,0,Conservative Budgeter
94085,93.74,93.74,0.0,1,1,73,F,2,Luxury-Oriented Spender
94102,133.68,133.68,0.0,1,1,37,M,3,High-Volatility / Impulsive Spender
94114,157.94,157.94,0.0,1,1,54,M,3,High-Volatility / Impulsive Spender
94173,463.64,463.64,0.0,1,1,37,Unknown,0,Conservative Budgeter
94175,130.92,130.92,0.0,1,1,68,F,2,Luxury-Oriented Spender
94177,269.33,269.33,0.0,1,1,27,M,3,High-Volatility / Impulsive Spender
94184,297.39,297.39,0.0,1,1,62,F,2,Luxury-Oriented Spender
94225,46.88,46.88,0.0,1,1,72,M,3,High-Volatility / Impulsive Spender
94227,155.18,155.18,0.0,1,1,47,M,3,High-Volatility / Impulsive Spender
94228,346.27,346.27,0.0,1,1,37,F,2,Luxury-Oriented Spender
94278,22.08,22.08,0.0,1,1,21,F,2,Luxury-Oriented Spender
94355,365.98,365.98,0.0,1,1,59,F,2,Luxury-Oriented Spender
94379,82.32,82.32,0.0,1,1,38,F,2,Luxury-Oriented Spender
94384,1465.63,1465.63,0.0,1,1,62,M,1,High-Frequency Moderate Spender
94421,94.62,94.62,0.0,1,1,28,F,2,Luxury-Oriented Spender
94432,674.94,674.94,0.0,1,1,70,M,3,High-Volatility / Impulsive Spender
94475,1612.16,1612.16,0.0,1,1,25,M,1,High-Frequency Moderate Spender
94505,257.56,257.56,0.0,1,1,34,F,2,Luxury-Oriented Spender
94568,855.36,855.36,0.0,1,1,76,M,3,High-Volatility / Impulsive Spender
94589,769.17,769.17,0.0,1,1,40,M,3,High-Volatility / Impulsive Spender
94662,415.34,415.34,0.0,1,1,42,M,3,High-Volatility / Impulsive Spender
94689,37.9,37.9,0.0,1,1,67,M,3,High-Volatility / Impulsive Spender
94696,700.0,700.0,0.0,1,1,29,M,3,High-Volatility / Impulsive Spender
94714,13.75,13.75,0.0,1,1,48,M,3,High-Volatility / Impulsive Spender
94752,1353.36,1353.36,0.0,1,1,40,Unknown,0,Conservative Budgeter
94758,94.57,94.57,0.0,1,1,74,M,3,High-Volatility / Impulsive Spender
94759,75.19,75.19,0.0,1,1,56,M,3,High-Volatility / Impulsive Spender
94765,183.06,183.06,0.0,1,1,57,F,2,Luxury-Oriented Spender
94769,176.48,176.48,0.0,1,1,46,M,3,High-Volatility / Impulsive Spender
94791,691.5,691.5,0.0,1,1,27,Unknown,0,Conservative Budgeter
94814,406.8,406.8,0.0,1,1,42,M,3,High-Volatility / Impulsive Spender
94822,994.23,994.23,0.0,1,1,44,F,2,Luxury-Oriented Spender
94875,290.86,290.86,0.0,1,1,35,F,2,Luxury-Oriented Spender
94910,2151.8,2151.8,0.0,1,1,72,M,1,High-Frequency Moderate Spender
94914,103.14,103.14,0.0,1,1,38,F,2,Luxury-Oriented Spender
94915,257.32,257.32,0.0,1,1,70,F,2,Luxury-Oriented Spender
94952,71.8,71.8,0.0,1,1,57,M,3,High-Volatility / Impulsive Spender
94976,174.74,174.74,0.0,1,1,53,F,2,Luxury-Oriented Spender
95005,240.82,240.82,0.0,1,1,75,F,2,Luxury-Oriented Spender
95028,191.18,191.18,0.0,1,1,58,F,2,Luxury-Oriented Spender
95053,30.31,30.31,0.0,1,1,45,M,3,High-Volatility / Impulsive Spender
95056,90.07,90.07,0.0,1,1,33,M,3,High-Volatility / Impulsive Spender
95101,63.73,63.73,0.0,1,1,53,F,2,Luxury-Oriented Spender
95112,298.51,298.51,0.0,1,1,53,F,2,Luxury-Oriented Spender
95215,235.23,235.23,0.0,1,1,53,M,3,High-Volatility / Impulsive Spender
95225,48.14,48.14,0.0,1,1,48,F,2,Luxury-Oriented Spender
95309,50.9,50.9,0.0,1,1,39,F,2,Luxury-Oriented Spender
95331,2928.04,2928.04,0.0,1,1,36,F,1,High-Frequency Moderate Spender
95343,433.05,433.05,0.0,1,1,68,M,3,High-Volatility / Impulsive Spender
95380,2350.27,2350.27,0.0,1,1,41,M,1,High-Frequency Moderate Spender
95411,62.99,62.99,0.0,1,1,49,M,3,High-Volatility / Impulsive Spender
95417,75.48,75.48,0.0,1,1,27,F,2,Luxury-Oriented Spender
95430,192.82,192.82,0.0,1,1,76,M,3,High-Volatility / Impulsive Spender
95451,362.67,362.67,0.0,1,1,31,F,2,Luxury-Oriented Spender
95476,193.44,193.44,0.0,1,1,22,M,3,High-Volatility / Impulsive Spender
95481,86.62,86.62,0.0,1,1,51,F,2,Luxury-Oriented Spender
95493,758.16,758.16,0.0,1,1,73,Unknown,0,Conservative Budgeter
95544,223.08,223.08,0.0,1,1,66,F,2,Luxury-Oriented Spender
95590,809.26,809.26,0.0,1,1,68,M,3,High-Volatility / Impulsive Spender
95602,165.6,165.6,0.0,1,1,62,Unknown,0,Conservative Budgeter
95675,244.68,244.68,0.0,1,1,62,F,2,Luxury-Oriented Spender
95705,263.62,263.62,0.0,1,1,58,F,2,Luxury-Oriented Spender
95709,789.61,789.61,0.0,1,1,51,F,2,Luxury-Oriented Spender
95713,234.3,234.3,0.0,1,1,68,F,2,Luxury-Oriented Spender
95742,13.98,13.98,0.0,1,1,47,F,2,Luxury-Oriented Spender
95820,199.39,199.39,0.0,1,1,60,Unknown,0,Conservative Budgeter
95823,794.64,794.64,0.0,1,1,32,M,3,High-Volatility / Impulsive Spender
95830,380.92,380.92,0.0,1,1,59,F,2,Luxury-Oriented Spender
95855,350.46,350.46,0.0,1,1,46,F,2,Luxury-Oriented Spender
95866,399.75,399.75,0.0,1,1,73,F,2,Luxury-Oriented Spender
95898,58.75,58.75,0.0,1,1,56,M,3,High-Volatility / Impulsive Spender
95914,85.94,85.94,0.0,1,1,24,F,2,Luxury-Oriented Spender
95916,272.44,272.44,0.0,1,1,58,M,3,High-Volatility / Impulsive Spender
95932,43.03,43.03,0.0,1,1,67,M,3,High-Volatility / Impulsive Spender
95935,56.79,56.79,0.0,1,1,47,Unknown,0,Conservative Budgeter
95956,37.29,37.29,0.0,1,1,59,F,2,Luxury-Oriented Spender
95971,39.15,39.15,0.0,1,1,51,M,3,High-Volatility / Impulsive Spender
95976,162.3,162.3,0.0,1,1,29,M,3,High-Volatility / Impulsive Spender
95987,94.09,94.09,0.0,1,1,27,F,2,Luxury-Oriented Spender
96000,108.15,108.15,0.0,1,1,71,F,2,Luxury-Oriented Spender
96001,28.28,28.28,0.0,1,1,45,M,3,High-Volatility / Impulsive Spender
96019,1644.68,1644.68,0.0,1,1,54,M,1,High-Frequency Moderate Spender
96035,29.28,29.28,0.0,1,1,74,M,3,High-Volatility / Impulsive Spender
96041,54.32,54.32,0.0,1,1,69,M,3,High-Volatility / Impulsive Spender
96049,246.88,246.88,0.0,1,1,64,F,2,Luxury-Oriented Spender
