customer_id,transaction_amount,category,merchant,age,gender,spend_tier,cluster,persona
270219,876.1,Electronics,peters ltd,64,M,High,3,High Spend — Electronics
270229,170.42,Clothing,walker bell,64,M,Low,1,Low Spend — Market
270275,148.23,Market,mcguire plc,46,Unknown,Low,1,Low Spend — Market
270277,624.95,Travel,jones bryant,73,F,High,2,High Spend — Travel
270283,318.85,Market,davis llc,36,F,Mid,1,Mid Spend — Market
270339,350.06,Market,moran leach,29,M,Mid,1,Mid Spend — Market
270349,89.69,Cosmetic,barber moore,62,M,Low,1,Low Spend — Market
270350,168.82,Clothing,howell taylor and thompson,62,F,Low,1,Low Spend — Market
270397,90.83,Restaurant,hamilton and sons,24,M,Low,0,Low Spend — Restaurant
270402,267.07,Clothing,yates ochoa,23,Unknown,Mid,1,Mid Spend — Market
270432,156.66,Cosmetic,buckley garrison and pope,57,F,Low,1,Low Spend — Market
270531,182.56,Market,brown ltd,40,F,Mid,1,Mid Spend — Market
270575,970.37,Electronics,brown group,39,M,High,3,High Spend — Electronics
270585,81.54,Restaurant,luna group,70,F,Low,0,Low Spend — Restaurant
270626,83.0,Clothing,vance cabrera and jones,28,M,Low,1,Low Spend — Market
270687,74.54,Market,jones group,71,F,Low,1,Low Spend — Market
270692,199.07,Market,edwards llc,65,M,Mid,1,Mid Spend — Market
270723,139.74,Cosmetic,perez boyd,51,F,Low,1,Low Spend — Market
270738,212.34,Clothing,jones garza and henry,64,F,Mid,1,Mid Spend — Market
270744,2476.16,Travel,shelton cruz,68,M,Very High,2,Very High Spend — Travel
270796,2587.01,Travel,cox webster,50,F,Very High,2,Very High Spend — Travel
270803,383.98,Market,gray weber,53,M,Mid,1,Mid Spend — Market
270813,1719.45,Travel,meyer heath,40,M,Very High,2,Very High Spend — Travel
270852,158.88,Market,bush plc,70,F,Low,1,Low Spend — Market
270874,350.77,Market,pham hahn,36,M,Mid,1,Mid Spend — Market
270881,282.33,Clothing,bradford llc,60,M,Mid,1,Mid Spend — Market
270903,223.67,Electronics,johnson ltd,68,F,Mid,3,Mid Spend — Electronics
270905,395.81,Electronics,ashley greene and rivera,41,M,Mid,3,Mid Spend — Electronics
270931,5.44,Market,scott washington and ritter,43,F,Low,1,Low Spend — Market
270947,29.23,Cosmetic,webb benton,56,Unknown,Low,1,Low Spend — Market
271033,191.75,Electronics,nichols johnson and bray,53,F,Mid,3,Mid Spend — Electronics
271039,179.57,Market,walker llc,35,M,Low,1,Low Spend — Market
271059,2816.45,Travel,carr group,50,F,Very High,2,Very High Spend — Travel
271086,951.32,Travel,matthews young,58,F,High,2,High Spend — Travel
271105,75.86,Restaurant,nash garcia,20,F,Low,0,Low Spend — Restaurant
271108,72.87,Restaurant,nelson inc,47,F,Low,0,Low Spend — Restaurant
271143,891.4,Travel,alexander barker and weaver,53,M,High,2,High Spend — Travel
271203,498.4,Electronics,rogers and sons,61,M,High,3,High Spend — Electronics
271229,254.59,Clothing,richardson smith,20,F,Mid,1,Mid Spend — Market
271235,67.38,Electronics,dean plc,23,F,Low,3,Low Spend — Electronics
271246,67.1,Restaurant,williams price,73,F,Low,0,Low Spend — Restaurant
271255,227.06,Clothing,white plc,64,F,Mid,1,Mid Spend — Market
271258,94.81,Cosmetic,chan and sons,47,M,Low,1,Low Spend — Market
271292,271.86,Clothing,davies inc,40,M,Mid,1,Mid Spend — Market
271294,69.98,Restaurant,ramsey brown and west,64,F,Low,0,Low Spend — Restaurant
271309,75.86,Restaurant,barrett dorsey and gibbs,62,M,Low,0,Low Spend — Restaurant
271343,2139.44,Travel,davis carroll and gonzalez,72,F,Very High,2,Very High Spend — Travel
271432,803.1,Electronics,bryant morales,47,M,High,3,High Spend — Electronics
271460,302.76,Electronics,murphy le and barber,76,M,Mid,3,Mid Spend — Electronics
271503,2944.59,Travel,lara fields and brown,45,F,Very High,2,Very High Spend — Travel
271541,29.9,Restaurant,mckay plc,21,M,Low,0,Low Spend — Restaurant
271553,19.97,Market,proctor adams and frazier,23,M,Low,1,Low Spend — Market
271557,581.2,Electronics,williams roberts,39,Unknown,High,3,High Spend — Electronics
271558,85.72,Restaurant,blair dalton and wagner,40,Unknown,Low,0,Low Spend — Restaurant
271565,231.6,Clothing,goodman group,46,M,Mid,1,Mid Spend — Market
271570,1773.03,Travel,anderson and sons,20,Unknown,Very High,2,Very High Spend — Travel
271571,226.69,Clothing,stokes and sons,36,F,Mid,1,Mid Spend — Market
271582,309.79,Travel,rodriguez strickland,26,F,Mid,2,Mid Spend — Travel
271592,2518.42,Travel,barnett group,74,M,Very High,2,Very High Spend — Travel
271594,93.58,Restaurant,brown inc,43,F,Low,0,Low Spend — Restaurant
271663,143.57,Cosmetic,boyd inc,64,F,Low,1,Low Spend — Market
271667,108.22,Clothing,hernandez keith and camacho,36,F,Low,1,Low Spend — Market
271689,83.28,Restaurant,cummings and sons,42,Unknown,Low,0,Low Spend — Restaurant
271695,100.68,Market,hawkins smith,23,F,Low,1,Low Spend — Market
271724,37.94,Clothing,ritter ltd,58,F,Low,1,Low Spend — Market
271794,617.99,Travel,sanchez adams,33,M,High,2,High Spend — Travel
271835,61.09,Restaurant,house chaney and green,46,M,Low,0,Low Spend — Restaurant
271863,582.58,Electronics,khan brown,58,F,High,3,High Spend — Electronics
271869,229.98,Market,rowland herring and fisher,43,M,Mid,1,Mid Spend — Market
271902,31.91,Restaurant,caldwell group,71,F,Low,0,Low Spend — Restaurant
271906,67.95,Restaurant,clark and sons,57,M,Low,0,Low Spend — Restaurant
271934,166.92,Clothing,hansen llc,22,M,Low,1,Low Spend — Market
271942,84.07,Cosmetic,foley bridges,45,M,Low,1,Low Spend — Market
271955,713.51,Electronics,miller wood and fuentes,38,Unknown,High,3,High Spend — Electronics
271966,68.92,Restaurant,malone porter,36,F,Low,0,Low Spend — Restaurant
271983,1642.42,Travel,wilson salinas,61,F,Very High,2,Very High Spend — Travel
271999,66.02,Market,gardner mitchell,70,F,Low,1,Low Spend — Market
272000,22.25,Restaurant,moore thompson and richardson,25,F,Low,0,Low Spend — Restaurant
272023,1284.72,Travel,reynolds inc,64,M,Very High,2,Very High Spend — Travel
272045,53.59,Restaurant,medina brown and lynch,76,M,Low,0,Low Spend — Restaurant
272051,77.93,Restaurant,todd patel,40,M,Low,0,Low Spend — Restaurant
272053,160.26,Cosmetic,bates ltd,76,M,Low,1,Low Spend — Market
272074,45.6,Clothing,ball ryan and sullivan,22,Unknown,Low,1,Low Spend — Market
272086,241.08,Market,smith melton and smith,59,F,Mid,1,Mid Spend — Market
272123,400.73,Market,thomas sanders and beltran,58,F,Mid,1,Mid Spend — Market
272143,113.17,Clothing,barber johnson and garrison,22,M,Low,1,Low Spend — Market
272152,52.14,Cosmetic,bradley maxwell,26,M,Low,1,Low Spend — Market
272170,86.46,Restaurant,parker little and reynolds,67,F,Low,0,Low Spend — Restaurant
272171,272.13,Clothing,martin wise and lawrence,32,F,Mid,1,Mid Spend — Market
272175,813.81,Travel,foster ltd,38,F,High,2,High Spend — Travel
272177,479.95,Market,tyler simmons,28,F,High,1,High Spend — Market
272189,131.82,Cosmetic,khan reyes,50,F,Low,1,Low Spend — Market
272203,137.9,Clothing,sanchez plc,48,F,Low,1,Low Spend — Market
272207,297.11,Clothing,wilson inc,62,F,Mid,1,Mid Spend — Market
272216,459.11,Electronics,simmons salazar,51,M,Mid,3,Mid Spend — Electronics
272235,49.43,Restaurant,garcia chapman and perez,73,F,Low,0,Low Spend — Restaurant
272244,601.45,Travel,elliott plc,37,F,High,2,High Spend — Travel
272282,706.21,Electronics,davis and sons,70,F,High,3,High Spend — Electronics
272287,65.6,Restaurant,melton martin and maynard,64,M,Low,0,Low Spend — Restaurant
272323,112.64,Cosmetic,kennedy gonzales and turner,42,M,Low,1,Low Spend — Market
272334,182.67,Electronics,diaz ltd,62,M,Mid,3,Mid Spend — Electronics
272339,97.47,Restaurant,kemp dillon,47,M,Low,0,Low Spend — Restaurant
272405,66.07,Restaurant,greene llc,21,F,Low,0,Low Spend — Restaurant
272409,197.28,Cosmetic,williams roy and ayala,26,F,Mid,1,Mid Spend — Market
272413,73.04,Cosmetic,peterson guerra,73,M,Low,1,Low Spend — Market
272428,733.44,Electronics,harris marshall and barker,20,F,High,3,High Spend — Electronics
272453,506.06,Travel,marquez plc,20,F,High,2,High Spend — Travel
272468,38.41,Restaurant,pena ortiz,68,M,Low,0,Low Spend — Restaurant
272493,150.3,Cosmetic,hernandez thomas and hill,58,M,Low,1,Low Spend — Market
272508,54.13,Restaurant,smith plc,51,M,Low,0,Low Spend — Restaurant
272524,190.87,Cosmetic,holt hoover and cooper,60,M,Mid,1,Mid Spend — Market
272552,25.91,Restaurant,powell lee and kelley,47,M,Low,0,Low Spend — Restaurant
272581,1502.78,Travel,reynolds group,57,M,Very High,2,Very High Spend — Travel
272587,820.19,Electronics,clarke llc,51,F,High,3,High Spend — Electronics
272591,124.31,Cosmetic,mills castillo,69,M,Low,1,Low Spend — Market
272592,305.1,Electronics,anderson carter and cain,74,M,Mid,3,Mid Spend — Electronics
272598,247.71,Clothing,roberts singleton,34,M,Mid,1,Mid Spend — Market
272600,499.73,Market,woods wood and holmes,23,F,High,1,High Spend — Market
272617,199.14,Cosmetic,rodriguez group,64,F,Mid,1,Mid Spend — Market
272681,363.01,Market,davis mitchell and marsh,44,Unknown,Mid,1,Mid Spend — Market
272689,878.01,Electronics,johnson llc,24,F,High,3,High Spend — Electronics
272699,35.67,Clothing,rodriguez day and smith,59,M,Low,1,Low Spend — Market
272725,69.01,Restaurant,reynolds brown,67,F,Low,0,Low Spend — Restaurant
272728,148.54,Market,hendricks miles,20,Unknown,Low,1,Low Spend — Market
272762,2012.51,Travel,young armstrong,65,F,Very High,2,Very High Spend — Travel
272794,316.77,Market,brown gamble and beck,64,M,Mid,1,Mid Spend — Market
272809,100.94,Clothing,briggs jones and sullivan,33,M,Low,1,Low Spend — Market
272814,114.22,Clothing,ward santos,52,M,Low,1,Low Spend — Market
272818,157.34,Cosmetic,rhodes lamb,53,M,Low,1,Low Spend — Market
272836,634.56,Travel,davis inc,33,F,High,2,High Spend — Travel
272840,2974.7,Travel,torres armstrong and moyer,21,F,Very High,2,Very High Spend — Travel
272852,64.26,Restaurant,kim and sons,25,F,Low,0,Low Spend — Restaurant
272875,83.31,Restaurant,clark woodward,23,F,Low,0,Low Spend — Restaurant
272901,855.65,Electronics,powers david and williams,51,F,High,3,High Spend — Electronics
272950,48.42,Restaurant,jackson parker,34,F,Low,0,Low Spend — Restaurant
272973,220.05,Clothing,newton chandler,73,Unknown,Mid,1,Mid Spend — Market
272974,1314.73,Travel,mcdaniel allen and randall,39,M,Very High,2,Very High Spend — Travel
273032,193.56,Market,hill garza and kelly,53,F,Mid,1,Mid Spend — Market
273053,32.54,Clothing,coleman moore and mejia,66,F,Low,1,Low Spend — Market
273061,52.19,Restaurant,adams burns and reynolds,67,M,Low,0,Low Spend — Restaurant
273068,774.92,Electronics,mcgee fields,26,F,High,3,High Spend — Electronics
273070,70.45,Cosmetic,johnson ltd,55,M,Low,1,Low Spend — Market
273110,415.45,Market,anderson ramirez,21,M,Mid,1,Mid Spend — Market
273115,2630.98,Travel,steele tyler,73,F,Very High,2,Very High Spend — Travel
273127,434.94,Market,smith inc,73,M,Mid,1,Mid Spend — Market
273139,122.01,Cosmetic,pennington ayala,31,F,Low,1,Low Spend — Market
273144,41.22,Restaurant,barnes white,40,F,Low,0,Low Spend — Restaurant
273154,203.93,Electronics,kennedy smith,40,M,Mid,3,Mid Spend — Electronics
273173,797.76,Travel,webb dyer,70,M,High,2,High Spend — Travel
273183,121.83,Clothing,young ltd,53,F,Low,1,Low Spend — Market
273192,127.54,Market,myers johnson and abbott,47,F,Low,1,Low Spend — Market
273200,2911.21,Travel,nelson thomas,70,F,Very High,2,Very High Spend — Travel
273221,297.77,Market,miller gutierrez and strong,24,M,Mid,1,Mid Spend — Market
273264,266.82,Electronics,stout wilson and barker,44,Unknown,Mid,3,Mid Spend — Electronics
273277,162.86,Clothing,flores llc,41,M,Low,1,Low Spend — Market
273281,111.94,Electronics,adkins hendricks,70,F,Low,3,Low Spend — Electronics
273305,31.58,Restaurant,garcia norton,61,Unknown,Low,0,Low Spend — Restaurant
273309,88.74,Market,morales rojas,57,Unknown,Low,1,Low Spend — Market
273317,214.36,Clothing,marquez stewart and phillips,24,M,Mid,1,Mid Spend — Market
273427,157.19,Clothing,osborn llc,62,Unknown,Low,1,Low Spend — Market
273456,111.03,Cosmetic,camacho wilcox and robertson,65,F,Low,1,Low Spend — Market
273487,21.85,Restaurant,yu and sons,23,F,Low,0,Low Spend — Restaurant
273504,28.93,Restaurant,holland llc,35,F,Low,0,Low Spend — Restaurant
273546,84.86,Restaurant,salazar lewis and ray,69,F,Low,0,Low Spend — Restaurant
273611,266.08,Clothing,andrews plc,62,F,Mid,1,Mid Spend — Market
273615,54.18,Clothing,thompson llc,49,Unknown,Low,1,Low Spend — Market
273617,107.03,Cosmetic,graves christensen and king,65,M,Low,1,Low Spend — Market
273640,136.64,Cosmetic,leon garcia and stephens,23,F,Low,1,Low Spend — Market
273654,1406.59,Travel,bell soto and garrett,67,M,Very High,2,Very High Spend — Travel
273656,466.78,Market,sawyer anderson,77,F,Mid,1,Mid Spend — Market
273675,259.34,Clothing,martinez ltd,23,F,Mid,1,Mid Spend — Market
273692,914.79,Travel,harvey group,48,Unknown,High,2,High Spend — Travel
273695,526.84,Electronics,black cruz,31,F,High,3,High Spend — Electronics
273702,1099.82,Travel,smith simpson,34,M,High,2,High Spend — Travel
273728,127.52,Market,payne gibson and abbott,43,F,Low,1,Low Spend — Market
273732,80.51,Restaurant,porter parsons and alvarez,43,F,Low,0,Low Spend — Restaurant
273744,47.29,Clothing,koch plc,70,M,Low,1,Low Spend — Market
273758,70.85,Restaurant,leonard garcia,45,F,Low,0,Low Spend — Restaurant
273783,449.01,Market,park plc,63,Unknown,Mid,1,Mid Spend — Market
273856,2063.66,Travel,morgan plc,34,M,Very High,2,Very High Spend — Travel
273873,325.22,Market,butler swanson,72,M,Mid,1,Mid Spend — Market
273887,304.34,Electronics,munoz inc,28,M,Mid,3,Mid Spend — Electronics
273888,44.65,Restaurant,jefferson west and martin,36,F,Low,0,Low Spend — Restaurant
273934,43.74,Market,ramos inc,34,Unknown,Low,1,Low Spend — Market
273957,64.55,Restaurant,wilkins llc,58,Unknown,Low,0,Low Spend — Restaurant
273987,374.75,Market,lopez collins,21,M,Mid,1,Mid Spend — Market
273989,344.03,Electronics,savage flowers and oconnor,72,F,Mid,3,Mid Spend — Electronics
274017,453.28,Electronics,poole inc,61,M,Mid,3,Mid Spend — Electronics
274031,26.1,Cosmetic,sanders clarke,76,M,Low,1,Low Spend — Market
274040,61.52,Restaurant,murphy armstrong,51,F,Low,0,Low Spend — Restaurant
274074,22.45,Cosmetic,dunn santiago,49,F,Low,1,Low Spend — Market
274078,79.49,Restaurant,ellis davis and dominguez,21,M,Low,0,Low Spend — Restaurant
274090,195.9,Clothing,williams carlson,49,F,Mid,1,Mid Spend — Market
274153,972.15,Electronics,burch roy and matthews,37,F,High,3,High Spend — Electronics
274162,380.03,Market,edwards ltd,70,Unknown,Mid,1,Mid Spend — Market
274180,68.07,Cosmetic,moyer llc,72,F,Low,1,Low Spend — Market
274201,98.16,Cosmetic,thomas group,73,M,Low,1,Low Spend — Market
274211,78.46,Restaurant,allen hoffman,71,F,Low,0,Low Spend — Restaurant
274215,155.26,Clothing,lewis llc,66,F,Low,1,Low Spend — Market
274238,67.9,Restaurant,watson jarvis and smith,36,M,Low,0,Low Spend — Restaurant
274246,287.93,Clothing,richardson stevens and barton,46,M,Mid,1,Mid Spend — Market
274249,201.76,Clothing,munoz plc,63,M,Mid,1,Mid Spend — Market
274262,35.16,Market,rivera group,22,M,Low,1,Low Spend — Market
274284,1250.14,Travel,johnston stout,63,M,High,2,High Spend — Travel
274313,82.66,Restaurant,byrd gonzalez and johnson,45,M,Low,0,Low Spend — Restaurant
274353,86.8,Market,nash and sons,32,F,Low,1,Low Spend — Market
274358,125.7,Market,hines perez,52,M,Low,1,Low Spend — Market
274380,1629.43,Travel,martinez inc,77,M,Very High,2,Very High Spend — Travel
274465,242.78,Electronics,chavez harris and thompson,29,F,Mid,3,Mid Spend — Electronics
274486,58.87,Cosmetic,love potter and logan,55,F,Low,1,Low Spend — Market
274522,183.37,Clothing,hutchinson mitchell,39,M,Mid,1,Mid Spend — Market
274536,108.31,Cosmetic,wheeler reynolds,71,M,Low,1,Low Spend — Market
274553,628.47,Travel,clark harrison and benjamin,55,M,High,2,High Spend — Travel
274554,82.11,Cosmetic,lewis rice,59,F,Low,1,Low Spend — Market
274560,355.0,Market,potter plc,70,M,Mid,1,Mid Spend — Market
274586,1493.56,Travel,soto plc,64,M,Very High,2,Very High Spend — Travel
274627,104.38,Cosmetic,browning plc,22,F,Low,1,Low Spend — Market
274635,396.76,Electronics,garner inc,54,F,Mid,3,Mid Spend — Electronics
274643,874.88,Electronics,mercado williams,22,F,High,3,High Spend — Electronics
274690,899.07,Travel,hale martinez and mckinney,69,F,High,2,High Spend — Travel
274710,544.7,Electronics,griffin gomez,70,M,High,3,High Spend — Electronics
274714,2475.95,Travel,simmons reynolds,50,F,Very High,2,Very High Spend — Travel
274715,28.59,Cosmetic,clark ltd,77,Unknown,Low,1,Low Spend — Market
274742,271.63,Clothing,simon nguyen,36,F,Mid,1,Mid Spend — Market
274826,70.85,Cosmetic,hamilton llc,25,M,Low,1,Low Spend — Market
274834,427.9,Electronics,walls miller,24,F,Mid,3,Mid Spend — Electronics
274864,26.25,Clothing,jackson and sons,34,F,Low,1,Low Spend — Market
274936,671.61,Electronics,stewart llc,61,M,High,3,High Spend — Electronics
274966,2578.84,Travel,stewart sloan and craig,61,Unknown,Very High,2,Very High Spend — Travel
274970,212.04,Clothing,roberts rivera,47,F,Mid,1,Mid Spend — Market
274987,16.48,Cosmetic,sandoval group,73,M,Low,1,Low Spend — Market
274988,73.51,Restaurant,campbell walsh,48,F,Low,0,Low Spend — Restaurant
275018,160.66,Market,garcia johnson and taylor,56,Unknown,Low,1,Low Spend — Market
275037,433.61,Travel,williams mcdonald and crawford,35,F,Mid,2,Mid Spend — Travel
275042,150.28,Market,moore scott,60,M,Low,1,Low Spend — Market
275061,791.69,Travel,martin rivera and jones,36,Unknown,High,2,High Spend — Travel
275071,479.56,Market,barnes martin and lopez,77,F,High,1,High Spend — Market
275119,1265.68,Travel,simpson morrow and hancock,54,F,High,2,High Spend — Travel
275203,1572.32,Travel,mercer lawson and johnson,31,F,Very High,2,Very High Spend — Travel
275205,1370.69,Travel,hill hartman and grant,40,F,Very High,2,Very High Spend — Travel
275223,1268.48,Travel,gamble clark,25,F,High,2,High Spend — Travel
275224,51.55,Restaurant,french cain and johnson,72,Unknown,Low,0,Low Spend — Restaurant
275245,536.53,Electronics,norton and sons,61,F,High,3,High Spend — Electronics
275271,162.88,Electronics,chambers llc,58,F,Low,3,Low Spend — Electronics
275280,1351.07,Travel,bradley perez,60,F,Very High,2,Very High Spend — Travel
275301,28.08,Cosmetic,meyers inc,41,F,Low,1,Low Spend — Market
275346,98.52,Cosmetic,norton group,52,Unknown,Low,1,Low Spend — Market
275348,2851.59,Travel,anderson foster and tapia,22,M,Very High,2,Very High Spend — Travel
275408,917.3,Electronics,sims ashley,64,M,High,3,High Spend — Electronics
275423,221.88,Clothing,bradley group,57,M,Mid,1,Mid Spend — Market
275429,155.63,Electronics,hall kirk,29,F,Low,3,Low Spend — Electronics
275431,39.59,Clothing,ramos brown and shaw,37,M,Low,1,Low Spend — Market
275474,115.44,Market,wang ltd,38,F,Low,1,Low Spend — Market
275481,170.78,Cosmetic,porter parks and welch,22,M,Low,1,Low Spend — Market
275524,722.07,Electronics,mcmahon mack,66,F,High,3,High Spend — Electronics
275527,56.63,Cosmetic,white brown and pham,24,F,Low,1,Low Spend — Market
275533,2104.79,Travel,hansen and sons,22,F,Very High,2,Very High Spend — Travel
275547,459.06,Market,owens chung and schultz,60,F,Mid,1,Mid Spend — Market
275550,484.38,Electronics,buckley group,27,M,High,3,High Spend — Electronics
275551,46.31,Clothing,hernandez llc,47,Unknown,Low,1,Low Spend — Market
275556,85.92,Cosmetic,lucas group,35,F,Low,1,Low Spend — Market
275562,193.53,Electronics,jackson harris,68,M,Mid,3,Mid Spend — Electronics
275575,74.13,Restaurant,cook hudson and silva,22,F,Low,0,Low Spend — Restaurant
275630,153.33,Market,hubbard ross and cohen,57,F,Low,1,Low Spend — Market
275642,270.35,Electronics,weber inc,52,M,Mid,3,Mid Spend — Electronics
275689,2079.61,Travel,scott inc,52,M,Very High,2,Very High Spend — Travel
275701,999.27,Electronics,wright harris and hampton,65,M,High,3,High Spend — Electronics
275726,89.71,Clothing,kirby zimmerman and leonard,60,Unknown,Low,1,Low Spend — Market
275730,51.86,Restaurant,nixon and sons,35,F,Low,0,Low Spend — Restaurant
275738,76.25,Clothing,robles wilson,31,F,Low,1,Low Spend — Market
275740,100.58,Cosmetic,wilson martinez,53,Unknown,Low,1,Low Spend — Market
275785,41.2,Restaurant,flores inc,75,M,Low,0,Low Spend — Restaurant
275786,99.99,Restaurant,watson melendez,47,F,Low,0,Low Spend — Restaurant
275803,138.68,Cosmetic,hernandez williamson and williams,56,F,Low,1,Low Spend — Market
275810,61.33,Clothing,lee todd,34,F,Low,1,Low Spend — Market
275848,282.47,Clothing,tran walton,65,F,Mid,1,Mid Spend — Market
275849,863.08,Electronics,walker taylor,54,F,High,3,High Spend — Electronics
275855,169.46,Clothing,baker ltd,75,F,Low,1,Low Spend — Market
275884,1233.89,Travel,alvarez miller and gray,69,F,High,2,High Spend — Travel
275918,320.98,Market,stewart murphy and kim,30,F,Mid,1,Mid Spend — Market
275938,70.51,Cosmetic,jones perez,56,F,Low,1,Low Spend — Market
275959,342.81,Electronics,anderson johnson and taylor,54,F,Mid,3,Mid Spend — Electronics
275999,14.99,Cosmetic,campbell guzman and randolph,63,F,Low,1,Low Spend — Market
276012,265.06,Clothing,lamb henry,32,M,Mid,1,Mid Spend — Market
276020,91.64,Restaurant,adams hill and harrell,20,M,Low,0,Low Spend — Restaurant
276029,239.59,Travel,hart richard,60,M,Mid,2,Mid Spend — Travel
276044,69.62,Restaurant,cruz llc,20,M,Low,0,Low Spend — Restaurant
276090,379.42,Market,conley llc,21,F,Mid,1,Mid Spend — Market
276091,26.11,Restaurant,rose plc,53,Unknown,Low,0,Low Spend — Restaurant
276130,129.74,Market,willis gray and espinoza,28,M,Low,1,Low Spend — Market
276142,48.53,Restaurant,murray lewis,77,M,Low,0,Low Spend — Restaurant
276144,14.37,Restaurant,macias group,27,F,Low,0,Low Spend — Restaurant
276152,56.69,Clothing,smith ltd,52,F,Low,1,Low Spend — Market
276155,878.52,Travel,rodriguez warner and rosales,27,F,High,2,High Spend — Travel
276160,93.32,Restaurant,gonzalez neal,37,F,Low,0,Low Spend — Restaurant
276169,240.63,Clothing,gonzalez chapman,36,M,Mid,1,Mid Spend — Market
276183,348.32,Market,washington mcclure and richards,73,M,Mid,1,Mid Spend — Market
276203,404.09,Market,turner washington and collins,30,F,Mid,1,Mid Spend — Market
276248,14.08,Cosmetic,huff llc,40,F,Low,1,Low Spend — Market
276251,763.37,Electronics,robertson ellis,50,F,High,3,High Spend — Electronics
276257,143.27,Cosmetic,campos walker and davis,72,F,Low,1,Low Spend — Market
276290,87.56,Restaurant,harrison murphy and gordon,43,Unknown,Low,0,Low Spend — Restaurant
276306,157.05,Clothing,wood clark,64,M,Low,1,Low Spend — Market
276330,166.2,Clothing,gonzalez and sons,54,M,Low,1,Low Spend — Market
276367,1620.84,Travel,gutierrez group,27,Unknown,Very High,2,Very High Spend — Travel
276409,475.93,Market,wells mitchell,64,F,High,1,High Spend — Market
276416,28.14,Restaurant,parker thompson,28,F,Low,0,Low Spend — Restaurant
276429,215.05,Clothing,rodriguez plc,44,F,Mid,1,Mid Spend — Market
276430,395.79,Market,king group,62,M,Mid,1,Mid Spend — Market
276479,195.15,Cosmetic,jones ltd,66,M,Mid,1,Mid Spend — Market
276485,624.68,Travel,hall marshall and martin,30,M,High,2,High Spend — Travel
276487,506.45,Electronics,ross inc,50,F,High,3,High Spend — Electronics
276533,236.05,Clothing,cervantes plc,66,M,Mid,1,Mid Spend — Market
276552,51.71,Cosmetic,turner anderson and andrade,46,M,Low,1,Low Spend — Market
276565,878.66,Electronics,russell martin,64,F,High,3,High Spend — Electronics
276600,770.9,Electronics,brown ltd,44,F,High,3,High Spend — Electronics
276632,1507.3,Travel,butler williams and aguilar,44,F,Very High,2,Very High Spend — Travel
276638,65.54,Cosmetic,harrington lambert,53,F,Low,1,Low Spend — Market
276639,405.28,Market,collins ltd,64,M,Mid,1,Mid Spend — Market
276644,267.46,Clothing,carroll group,29,M,Mid,1,Mid Spend — Market
276651,2286.18,Travel,gonzales llc,59,M,Very High,2,Very High Spend — Travel
276678,1984.31,Travel,valencia ortiz,46,F,Very High,2,Very High Spend — Travel
276689,27.17,Restaurant,smith barajas and weber,61,M,Low,0,Low Spend — Restaurant
276719,92.57,Electronics,gardner plc,42,F,Low,3,Low Spend — Electronics
276723,274.05,Electronics,ferrell potts and hess,75,Unknown,Mid,3,Mid Spend — Electronics
276735,502.42,Electronics,williams brown,71,M,High,3,High Spend — Electronics
276738,1743.77,Travel,juarez gardner,26,M,Very High,2,Very High Spend — Travel
276741,2144.83,Travel,decker barron and chavez,72,Unknown,Very High,2,Very High Spend — Travel
276751,390.03,Travel,reyes llc,35,M,Mid,2,Mid Spend — Travel
276768,460.84,Market,delgado miller and davis,60,M,Mid,1,Mid Spend — Market
276781,91.9,Restaurant,lam lowe and becker,38,M,Low,0,Low Spend — Restaurant
276800,235.03,Clothing,trujillo mcmahon and adams,20,F,Mid,1,Mid Spend — Market
276806,333.11,Electronics,smith mcdonald and marquez,60,M,Mid,3,Mid Spend — Electronics
276813,83.04,Restaurant,carroll george,28,Unknown,Low,0,Low Spend — Restaurant
276818,184.96,Clothing,martinez rush and kim,42,Unknown,Mid,1,Mid Spend — Market
276840,1313.61,Travel,smith llc,24,F,Very High,2,Very High Spend — Travel
276842,10.97,Restaurant,trujillo group,54,F,Low,0,Low Spend — Restaurant
276858,159.27,Cosmetic,fritz johnson and knight,40,M,Low,1,Low Spend — Market
276860,1829.96,Travel,perry campbell,46,F,Very High,2,Very High Spend — Travel
276886,22.37,Restaurant,hernandez and sons,67,F,Low,0,Low Spend — Restaurant
276937,1170.65,Travel,cervantes rangel and ellis,64,M,High,2,High Spend — Travel
276951,87.0,Clothing,ward santos,34,Unknown,Low,1,Low Spend — Market
276959,313.72,Market,hess moore,60,Unknown,Mid,1,Mid Spend — Market
276970,400.49,Travel,webb underwood,36,F,Mid,2,Mid Spend — Travel
276999,192.7,Clothing,fields inc,34,M,Mid,1,Mid Spend — Market
277015,130.95,Market,snyder inc,55,M,Low,1,Low Spend — Market
277062,433.4,Market,davis alvarado and green,67,F,Mid,1,Mid Spend — Market
277077,22.04,Restaurant,hampton plc,75,F,Low,0,Low Spend — Restaurant
277104,232.8,Clothing,brown group,77,M,Mid,1,Mid Spend — Market
277111,158.38,Cosmetic,potter ltd,55,F,Low,1,Low Spend — Market
277127,164.2,Cosmetic,day bell and roy,52,F,Low,1,Low Spend — Market
277140,13.57,Restaurant,turner middleton and maynard,28,F,Low,0,Low Spend — Restaurant
277146,397.24,Electronics,owens robertson,26,M,Mid,3,Mid Spend — Electronics
277198,780.25,Electronics,fisher huber,45,F,High,3,High Spend — Electronics
277206,190.51,Clothing,weeks smith and finley,75,F,Mid,1,Mid Spend — Market
277216,2021.26,Travel,lang llc,35,M,Very High,2,Very High Spend — Travel
