total_spend,avg_spend,spend_std,transaction_count,unique_categories,age,gender_M,gender_Unknown
1717.52,1717.52,0.0,1,1,70,True,False
440.79,440.79,0.0,1,1,60,False,False
110.33,110.33,0.0,1,1,72,True,False
52.97,52.97,0.0,1,1,72,False,False
898.88,898.88,0.0,1,1,76,True,False
2225.34,2225.34,0.0,1,1,75,False,False
370.09,370.09,0.0,1,1,43,True,False
449.92,449.92,0.0,1,1,31,False,False
353.23,353.23,0.0,1,1,62,False,False
64.94,64.94,0.0,1,1,52,True,False
970.33,970.33,0.0,1,1,50,True,False
17.59,17.59,0.0,1,1,49,False,True
71.02,71.02,0.0,1,1,54,False,False
73.21,73.21,0.0,1,1,29,False,False
203.95,203.95,0.0,1,1,66,True,False
759.01,759.01,0.0,1,1,22,False,False
68.43,68.43,0.0,1,1,40,True,False
448.67,448.67,0.0,1,1,66,False,False
478.27,478.27,0.0,1,1,62,False,False
49.14,49.14,0.0,1,1,53,False,False
581.98,581.98,0.0,1,1,49,True,False
36.06,36.06,0.0,1,1,57,True,False
43.71,43.71,0.0,1,1,65,False,False
1960.92,1960.92,0.0,1,1,31,False,False
118.44,118.44,0.0,1,1,50,False,False
75.03,75.03,0.0,1,1,64,False,False
79.04,79.04,0.0,1,1,51,True,False
83.33,83.33,0.0,1,1,67,True,False
983.82,983.82,0.0,1,1,29,True,False
88.9,88.9,0.0,1,1,49,True,False
196.15,196.15,0.0,1,1,72,False,False
737.45,737.45,0.0,1,1,41,True,False
217.81,217.81,0.0,1,1,70,True,False
194.48,194.48,0.0,1,1,61,False,True
634.53,634.53,0.0,1,1,52,True,False
206.33,206.33,0.0,1,1,73,True,False
149.54,149.54,0.0,1,1,24,False,True
88.73,88.73,0.0,1,1,59,True,False
99.64,99.64,0.0,1,1,61,True,False
62.14,62.14,0.0,1,1,65,True,False
2196.24,2196.24,0.0,1,1,68,False,False
84.77,84.77,0.0,1,1,30,True,False
170.87,170.87,0.0,1,1,56,True,False
705.64,705.64,0.0,1,1,72,False,False
216.84,216.84,0.0,1,1,22,False,False
484.61,484.61,0.0,1,1,67,True,False
200.0,200.0,0.0,1,1,31,False,False
25.11,25.11,0.0,1,1,74,True,False
226.43,226.43,0.0,1,1,35,False,False
101.7,101.7,0.0,1,1,58,False,False
813.33,813.33,0.0,1,1,35,True,False
940.32,940.32,0.0,1,1,30,True,False
31.41,31.41,0.0,1,1,66,False,False
208.49,208.49,0.0,1,1,38,True,False
261.24,261.24,0.0,1,1,73,False,False
568.81,568.81,0.0,1,1,73,False,True
80.59,80.59,0.0,1,1,56,True,False
152.96,152.96,0.0,1,1,43,True,False
89.11,89.11,0.0,1,1,73,False,False
147.61,147.61,0.0,1,1,72,False,False
49.93,49.93,0.0,1,1,67,True,False
123.13,123.13,0.0,1,1,39,False,False
50.92,50.92,0.0,1,1,50,True,False
343.29,343.29,0.0,1,1,69,True,False
180.25,180.25,0.0,1,1,22,True,False
492.5,492.5,0.0,1,1,60,True,False
329.48,329.48,0.0,1,1,32,False,False
609.4,609.4,0.0,1,1,32,True,False
241.73,241.73,0.0,1,1,30,True,False
94.97,94.97,0.0,1,1,67,False,True
19.19,19.19,0.0,1,1,30,False,False
99.11,99.11,0.0,1,1,29,False,False
1805.45,1805.45,0.0,1,1,74,True,False
980.58,980.58,0.0,1,1,36,True,False
370.6,370.6,0.0,1,1,77,False,False
651.84,651.84,0.0,1,1,46,False,False
1647.15,1647.15,0.0,1,1,41,False,False
44.67,44.67,0.0,1,1,58,True,False
254.84,254.84,0.0,1,1,62,False,False
68.68,68.68,0.0,1,1,20,True,False
380.07,380.07,0.0,1,1,49,True,False
87.03,87.03,0.0,1,1,65,False,False
11.1,11.1,0.0,1,1,23,False,False
70.99,70.99,0.0,1,1,32,True,False
728.28,728.28,0.0,1,1,22,True,False
464.53,464.53,0.0,1,1,60,True,False
216.04,216.04,0.0,1,1,58,True,False
239.53,239.53,0.0,1,1,32,False,False
205.23,205.23,0.0,1,1,33,True,False
353.45,353.45,0.0,1,1,51,False,False
76.12,76.12,0.0,1,1,54,False,True
2618.62,2618.62,0.0,1,1,47,False,False
273.28,273.28,0.0,1,1,59,True,False
662.83,662.83,0.0,1,1,40,False,True
28.79,28.79,0.0,1,1,60,True,False
823.83,823.83,0.0,1,1,38,False,False
60.2,60.2,0.0,1,1,41,True,False
455.14,455.14,0.0,1,1,75,False,False
71.19,71.19,0.0,1,1,27,False,False
63.7,63.7,0.0,1,1,57,True,False
29.46,29.46,0.0,1,1,50,True,False
554.99,554.99,0.0,1,1,45,True,False
318.9,318.9,0.0,1,1,50,True,False
78.63,78.63,0.0,1,1,77,False,False
299.95,299.95,0.0,1,1,29,True,False
106.36,106.36,0.0,1,1,29,False,True
176.62,176.62,0.0,1,1,56,True,False
255.72,255.72,0.0,1,1,32,True,False
232.94,232.94,0.0,1,1,31,False,False
53.5,53.5,0.0,1,1,28,True,False
49.64,49.64,0.0,1,1,31,False,False
266.54,266.54,0.0,1,1,45,False,False
59.65,59.65,0.0,1,1,49,True,False
189.76,189.76,0.0,1,1,50,False,False
275.73,275.73,0.0,1,1,44,True,False
24.15,24.15,0.0,1,1,67,True,False
24.62,24.62,0.0,1,1,71,False,False
54.54,54.54,0.0,1,1,25,False,True
47.45,47.45,0.0,1,1,33,False,False
317.43,317.43,0.0,1,1,59,False,False
74.57,74.57,0.0,1,1,30,False,False
25.62,25.62,0.0,1,1,71,False,False
40.7,40.7,0.0,1,1,32,True,False
97.19,97.19,0.0,1,1,68,True,False
143.0,143.0,0.0,1,1,48,False,True
171.44,171.44,0.0,1,1,33,True,False
73.65,73.65,0.0,1,1,76,False,False
356.81,356.81,0.0,1,1,24,False,True
206.64,206.64,0.0,1,1,41,True,False
111.5,111.5,0.0,1,1,58,True,False
508.2,508.2,0.0,1,1,77,True,False
45.0,45.0,0.0,1,1,50,True,False
198.52,198.52,0.0,1,1,68,False,False
94.41,94.41,0.0,1,1,22,False,False
527.04,527.04,0.0,1,1,69,False,False
57.22,57.22,0.0,1,1,65,True,False
16.72,16.72,0.0,1,1,56,True,False
163.99,163.99,0.0,1,1,58,True,False
30.23,30.23,0.0,1,1,28,False,False
92.76,92.76,0.0,1,1,75,True,False
167.07,167.07,0.0,1,1,59,True,False
182.94,182.94,0.0,1,1,33,False,True
72.43,72.43,0.0,1,1,61,False,False
16.9,16.9,0.0,1,1,40,True,False
1697.25,1697.25,0.0,1,1,24,False,False
708.74,708.74,0.0,1,1,60,True,False
70.55,70.55,0.0,1,1,48,True,False
901.57,901.57,0.0,1,1,62,True,False
701.18,701.18,0.0,1,1,59,True,False
141.12,141.12,0.0,1,1,60,False,False
114.84,114.84,0.0,1,1,76,False,False
879.63,879.63,0.0,1,1,77,True,False
62.9,62.9,0.0,1,1,31,False,False
1237.53,1237.53,0.0,1,1,63,False,True
830.02,830.02,0.0,1,1,46,False,False
410.62,410.62,0.0,1,1,73,False,False
186.2,186.2,0.0,1,1,30,True,False
459.29,459.29,0.0,1,1,53,False,False
125.65,125.65,0.0,1,1,76,True,False
177.97,177.97,0.0,1,1,25,True,False
272.22,272.22,0.0,1,1,26,False,False
998.07,998.07,0.0,1,1,68,False,False
236.84,236.84,0.0,1,1,50,True,False
81.01,81.01,0.0,1,1,62,False,False
21.86,21.86,0.0,1,1,33,False,False
19.79,19.79,0.0,1,1,39,True,False
63.02,63.02,0.0,1,1,77,False,False
351.25,351.25,0.0,1,1,65,False,False
223.3,223.3,0.0,1,1,37,True,False
381.76,381.76,0.0,1,1,37,False,False
351.47,351.47,0.0,1,1,42,False,True
24.75,24.75,0.0,1,1,49,False,False
112.25,112.25,0.0,1,1,58,True,False
115.85,115.85,0.0,1,1,73,False,False
531.5,531.5,0.0,1,1,45,True,False
60.67,60.67,0.0,1,1,35,False,True
19.75,19.75,0.0,1,1,61,True,False
413.51,413.51,0.0,1,1,63,True,False
1113.25,1113.25,0.0,1,1,44,False,False
50.93,50.93,0.0,1,1,25,True,False
45.77,45.77,0.0,1,1,53,True,False
30.39,30.39,0.0,1,1,39,False,False
196.56,196.56,0.0,1,1,68,False,True
817.23,817.23,0.0,1,1,56,False,False
11.96,11.96,0.0,1,1,57,False,False
76.71,76.71,0.0,1,1,51,False,True
354.3,354.3,0.0,1,1,24,True,False
872.44,872.44,0.0,1,1,29,True,False
486.43,486.43,0.0,1,1,72,True,False
330.1,330.1,0.0,1,1,54,False,False
399.22,399.22,0.0,1,1,56,True,False
346.59,346.59,0.0,1,1,39,True,False
56.83,56.83,0.0,1,1,60,True,False
951.61,951.61,0.0,1,1,40,False,False
101.28,101.28,0.0,1,1,58,True,False
465.2,465.2,0.0,1,1,75,False,False
609.82,609.82,0.0,1,1,67,False,False
257.46,257.46,0.0,1,1,44,False,False
186.22,186.22,0.0,1,1,56,True,False
176.75,176.75,0.0,1,1,27,False,False
167.72,167.72,0.0,1,1,60,False,True
22.26,22.26,0.0,1,1,49,False,False
856.1,856.1,0.0,1,1,69,True,False
43.12,43.12,0.0,1,1,45,True,False
488.29,488.29,0.0,1,1,27,True,False
117.08,117.08,0.0,1,1,69,True,False
404.93,404.93,0.0,1,1,60,False,False
228.81,228.81,0.0,1,1,24,False,False
148.0,148.0,0.0,1,1,34,True,False
431.27,431.27,0.0,1,1,51,False,False
20.12,20.12,0.0,1,1,65,True,False
28.02,28.02,0.0,1,1,29,True,False
625.49,625.49,0.0,1,1,34,False,True
124.93,124.93,0.0,1,1,68,False,False
792.52,792.52,0.0,1,1,60,True,False
21.71,21.71,0.0,1,1,46,True,False
2947.29,2947.29,0.0,1,1,38,True,False
236.76,236.76,0.0,1,1,69,True,False
241.87,241.87,0.0,1,1,56,True,False
73.06,73.06,0.0,1,1,33,False,False
957.72,957.72,0.0,1,1,30,False,False
57.53,57.53,0.0,1,1,31,True,False
241.3,241.3,0.0,1,1,77,False,False
504.18,504.18,0.0,1,1,28,False,False
263.36,263.36,0.0,1,1,24,True,False
2233.64,2233.64,0.0,1,1,23,False,False
86.04,86.04,0.0,1,1,22,False,False
66.88,66.88,0.0,1,1,32,False,False
298.95,298.95,0.0,1,1,53,True,False
142.24,142.24,0.0,1,1,22,True,False
427.6,427.6,0.0,1,1,47,True,False
103.92,103.92,0.0,1,1,36,False,False
844.58,844.58,0.0,1,1,69,False,False
88.98,88.98,0.0,1,1,20,True,False
313.72,313.72,0.0,1,1,73,False,True
2161.86,2161.86,0.0,1,1,28,True,False
51.5,51.5,0.0,1,1,30,False,False
92.04,92.04,0.0,1,1,66,False,False
1459.07,1459.07,0.0,1,1,56,False,False
129.86,129.86,0.0,1,1,59,True,False
994.26,994.26,0.0,1,1,28,False,False
327.73,327.73,0.0,1,1,56,True,False
2858.22,2858.22,0.0,1,1,54,True,False
13.87,13.87,0.0,1,1,61,False,True
52.7,52.7,0.0,1,1,74,False,False
178.64,178.64,0.0,1,1,38,False,False
772.9,772.9,0.0,1,1,35,False,False
658.2,658.2,0.0,1,1,25,False,False
229.31,229.31,0.0,1,1,41,True,False
26.09,26.09,0.0,1,1,63,False,False
89.0,89.0,0.0,1,1,73,False,False
759.06,759.06,0.0,1,1,25,False,False
78.96,78.96,0.0,1,1,34,True,False
453.37,453.37,0.0,1,1,43,True,False
213.44,213.44,0.0,1,1,61,True,False
58.12,58.12,0.0,1,1,38,True,False
137.94,137.94,0.0,1,1,34,False,False
27.02,27.02,0.0,1,1,42,True,False
85.72,85.72,0.0,1,1,23,True,False
125.31,125.31,0.0,1,1,52,True,False
132.69,132.69,0.0,1,1,67,False,True
170.78,170.78,0.0,1,1,20,True,False
362.45,362.45,0.0,1,1,34,True,False
104.92,104.92,0.0,1,1,62,False,False
23.1,23.1,0.0,1,1,21,False,False
998.99,998.99,0.0,1,1,36,True,False
236.07,236.07,0.0,1,1,39,False,False
2423.47,2423.47,0.0,1,1,34,True,False
285.51,285.51,0.0,1,1,67,False,False
2291.53,2291.53,0.0,1,1,75,False,False
880.31,880.31,0.0,1,1,21,False,False
59.26,59.26,0.0,1,1,24,True,False
159.75,159.75,0.0,1,1,73,False,False
2592.64,2592.64,0.0,1,1,42,True,False
31.55,31.55,0.0,1,1,70,True,False
116.38,116.38,0.0,1,1,28,False,False
171.26,171.26,0.0,1,1,59,True,False
157.12,157.12,0.0,1,1,48,False,True
90.7,90.7,0.0,1,1,24,True,False
29.72,29.72,0.0,1,1,76,False,False
154.02,154.02,0.0,1,1,69,True,False
48.57,48.57,0.0,1,1,34,False,False
43.18,43.18,0.0,1,1,60,True,False
13.13,13.13,0.0,1,1,60,True,False
2942.59,2942.59,0.0,1,1,70,True,False
35.47,35.47,0.0,1,1,23,False,False
58.27,58.27,0.0,1,1,38,False,True
29.78,29.78,0.0,1,1,56,False,False
96.61,96.61,0.0,1,1,35,False,False
31.84,31.84,0.0,1,1,69,True,False
130.41,130.41,0.0,1,1,20,False,False
110.65,110.65,0.0,1,1,46,False,False
56.36,56.36,0.0,1,1,38,True,False
256.0,256.0,0.0,1,1,45,True,False
69.79,69.79,0.0,1,1,27,False,False
175.86,175.86,0.0,1,1,35,False,False
123.32,123.32,0.0,1,1,25,False,False
440.47,440.47,0.0,1,1,21,False,False
24.6,24.6,0.0,1,1,27,False,False
85.14,85.14,0.0,1,1,76,False,False
770.75,770.75,0.0,1,1,41,True,False
77.09,77.09,0.0,1,1,53,True,False
120.44,120.44,0.0,1,1,50,True,False
305.69,305.69,0.0,1,1,26,False,False
99.34,99.34,0.0,1,1,25,True,False
230.59,230.59,0.0,1,1,45,False,True
82.3,82.3,0.0,1,1,36,True,False
995.96,995.96,0.0,1,1,57,True,False
384.28,384.28,0.0,1,1,20,False,False
377.6,377.6,0.0,1,1,46,False,False
1419.64,1419.64,0.0,1,1,20,True,False
28.64,28.64,0.0,1,1,61,False,False
64.79,64.79,0.0,1,1,26,False,False
7.93,7.93,0.0,1,1,41,False,True
141.49,141.49,0.0,1,1,42,False,False
374.57,374.57,0.0,1,1,67,False,True
206.24,206.24,0.0,1,1,55,False,False
39.92,39.92,0.0,1,1,21,True,False
143.74,143.74,0.0,1,1,36,False,False
422.05,422.05,0.0,1,1,54,False,False
298.96,298.96,0.0,1,1,23,False,False
138.4,138.4,0.0,1,1,50,False,False
16.51,16.51,0.0,1,1,44,False,False
734.15,734.15,0.0,1,1,59,False,True
88.69,88.69,0.0,1,1,46,True,False
422.16,422.16,0.0,1,1,61,True,False
2422.32,2422.32,0.0,1,1,29,False,False
418.03,418.03,0.0,1,1,69,True,False
744.65,744.65,0.0,1,1,35,True,False
810.33,810.33,0.0,1,1,25,True,False
15.03,15.03,0.0,1,1,36,False,False
46.41,46.41,0.0,1,1,74,True,False
309.91,309.91,0.0,1,1,40,False,True
15.78,15.78,0.0,1,1,32,False,False
102.9,102.9,0.0,1,1,50,False,False
59.74,59.74,0.0,1,1,57,False,True
277.93,277.93,0.0,1,1,33,False,False
72.64,72.64,0.0,1,1,36,True,False
137.56,137.56,0.0,1,1,50,False,False
176.83,176.83,0.0,1,1,68,True,False
105.98,105.98,0.0,1,1,37,True,False
293.19,293.19,0.0,1,1,55,False,True
90.85,90.85,0.0,1,1,28,False,False
2109.37,2109.37,0.0,1,1,74,True,False
51.49,51.49,0.0,1,1,21,True,False
246.17,246.17,0.0,1,1,39,False,False
50.65,50.65,0.0,1,1,65,True,False
2572.16,2572.16,0.0,1,1,53,True,False
824.86,824.86,0.0,1,1,52,False,False
43.55,43.55,0.0,1,1,32,True,False
2609.5,2609.5,0.0,1,1,42,False,True
140.26,140.26,0.0,1,1,75,False,False
39.76,39.76,0.0,1,1,67,False,False
173.68,173.68,0.0,1,1,43,True,False
42.19,42.19,0.0,1,1,58,True,False
925.7,925.7,0.0,1,1,33,True,False
73.59,73.59,0.0,1,1,21,True,False
70.92,70.92,0.0,1,1,71,False,False
60.8,60.8,0.0,1,1,65,True,False
51.91,51.91,0.0,1,1,53,False,False
103.26,103.26,0.0,1,1,26,False,False
297.99,297.99,0.0,1,1,30,False,False
212.59,212.59,0.0,1,1,61,False,False
50.62,50.62,0.0,1,1,21,False,True
251.96,251.96,0.0,1,1,36,True,False
355.53,355.53,0.0,1,1,26,True,False
47.49,47.49,0.0,1,1,37,True,False
472.41,472.41,0.0,1,1,59,False,False
916.91,916.91,0.0,1,1,50,True,False
48.05,48.05,0.0,1,1,51,True,False
1488.43,1488.43,0.0,1,1,75,False,False
56.82,56.82,0.0,1,1,31,False,True
262.14,262.14,0.0,1,1,49,False,False
79.61,79.61,0.0,1,1,34,True,False
89.99,89.99,0.0,1,1,50,False,False
173.53,173.53,0.0,1,1,67,False,False
214.65,214.65,0.0,1,1,70,True,False
2814.02,2814.02,0.0,1,1,60,True,False
2762.61,2762.61,0.0,1,1,77,True,False
175.59,175.59,0.0,1,1,56,True,False
95.18,95.18,0.0,1,1,71,False,False
778.53,778.53,0.0,1,1,27,False,False
22.16,22.16,0.0,1,1,58,True,False
2240.34,2240.34,0.0,1,1,25,False,True
236.38,236.38,0.0,1,1,72,False,False
252.63,252.63,0.0,1,1,57,False,False
238.22,238.22,0.0,1,1,29,True,False
861.68,861.68,0.0,1,1,20,False,False
83.11,83.11,0.0,1,1,34,True,False
2918.12,2918.12,0.0,1,1,67,True,False
118.15,118.15,0.0,1,1,62,True,False
21.08,21.08,0.0,1,1,30,False,False
2997.11,2997.11,0.0,1,1,53,True,False
152.72,152.72,0.0,1,1,62,False,False
50.92,50.92,0.0,1,1,46,False,True
146.5,146.5,0.0,1,1,38,False,False
150.63,150.63,0.0,1,1,36,True,False
1279.48,1279.48,0.0,1,1,63,False,False
286.44,286.44,0.0,1,1,55,True,False
280.79,280.79,0.0,1,1,72,False,False
11.98,11.98,0.0,1,1,77,False,True
308.65,308.65,0.0,1,1,41,True,False
79.89,79.89,0.0,1,1,31,True,False
22.31,22.31,0.0,1,1,55,False,False
49.65,49.65,0.0,1,1,22,True,False
11.38,11.38,0.0,1,1,57,False,False
21.82,21.82,0.0,1,1,44,True,False
186.24,186.24,0.0,1,1,44,True,False
776.97,776.97,0.0,1,1,44,True,False
84.07,84.07,0.0,1,1,38,True,False
450.05,450.05,0.0,1,1,69,True,False
23.35,23.35,0.0,1,1,69,False,False
178.45,178.45,0.0,1,1,48,False,True
126.83,126.83,0.0,1,1,55,False,False
271.29,271.29,0.0,1,1,45,False,False
14.39,14.39,0.0,1,1,37,False,False
302.98,302.98,0.0,1,1,68,False,False
50.78,50.78,0.0,1,1,53,True,False
587.53,587.53,0.0,1,1,57,True,False
462.52,462.52,0.0,1,1,51,False,False
68.12,68.12,0.0,1,1,51,False,False
341.43,341.43,0.0,1,1,52,True,False
104.64,104.64,0.0,1,1,46,True,False
176.06,176.06,0.0,1,1,46,False,False
268.29,268.29,0.0,1,1,68,True,False
122.21,122.21,0.0,1,1,60,True,False
29.64,29.64,0.0,1,1,66,True,False
609.26,609.26,0.0,1,1,20,True,False
167.96,167.96,0.0,1,1,75,False,True
14.39,14.39,0.0,1,1,34,True,False
403.67,403.67,0.0,1,1,71,True,False
647.08,647.08,0.0,1,1,71,True,False
183.54,183.54,0.0,1,1,65,False,False
39.91,39.91,0.0,1,1,34,True,False
30.08,30.08,0.0,1,1,76,True,False
313.11,313.11,0.0,1,1,77,False,True
171.43,171.43,0.0,1,1,73,False,True
48.1,48.1,0.0,1,1,27,True,False
159.62,159.62,0.0,1,1,49,False,False
73.92,73.92,0.0,1,1,67,True,False
2737.4,2737.4,0.0,1,1,49,True,False
509.79,509.79,0.0,1,1,43,True,False
278.53,278.53,0.0,1,1,48,True,False
90.46,90.46,0.0,1,1,26,False,False
198.96,198.96,0.0,1,1,25,True,False
176.6,176.6,0.0,1,1,21,True,False
32.87,32.87,0.0,1,1,54,False,False
491.48,491.48,0.0,1,1,36,False,True
577.56,577.56,0.0,1,1,51,True,False
661.96,661.96,0.0,1,1,65,False,False
651.78,651.78,0.0,1,1,43,True,False
130.99,130.99,0.0,1,1,67,True,False
823.97,823.97,0.0,1,1,55,True,False
19.91,19.91,0.0,1,1,23,True,False
14.31,14.31,0.0,1,1,67,True,False
2425.27,2425.27,0.0,1,1,24,True,False
67.19,67.19,0.0,1,1,61,True,False
1954.82,1954.82,0.0,1,1,56,True,False
2428.91,2428.91,0.0,1,1,36,False,False
913.69,913.69,0.0,1,1,67,False,False
98.16,98.16,0.0,1,1,22,False,False
448.07,448.07,0.0,1,1,69,True,False
417.46,417.46,0.0,1,1,74,True,False
29.25,29.25,0.0,1,1,20,False,False
40.3,40.3,0.0,1,1,45,True,False
131.65,131.65,0.0,1,1,45,True,False
805.59,805.59,0.0,1,1,74,True,False
87.77,87.77,0.0,1,1,32,True,False
2041.1,2041.1,0.0,1,1,49,False,False
454.69,454.69,0.0,1,1,68,False,False
438.04,438.04,0.0,1,1,28,False,True
160.66,160.66,0.0,1,1,47,True,False
759.45,759.45,0.0,1,1,76,True,False
178.93,178.93,0.0,1,1,35,False,False
153.65,153.65,0.0,1,1,67,False,False
244.07,244.07,0.0,1,1,42,False,False
250.35,250.35,0.0,1,1,41,False,False
31.57,31.57,0.0,1,1,41,True,False
497.94,497.94,0.0,1,1,76,False,False
1360.68,1360.68,0.0,1,1,43,False,False
2653.62,2653.62,0.0,1,1,47,True,False
213.54,213.54,0.0,1,1,71,False,False
2359.9,2359.9,0.0,1,1,43,True,False
85.16,85.16,0.0,1,1,35,True,False
846.6,846.6,0.0,1,1,77,True,False
310.51,310.51,0.0,1,1,49,False,False
64.78,64.78,0.0,1,1,51,False,False
104.65,104.65,0.0,1,1,51,False,True
17.91,17.91,0.0,1,1,25,False,False
81.7,81.7,0.0,1,1,64,False,False
447.01,447.01,0.0,1,1,65,True,False
162.49,162.49,0.0,1,1,68,False,False
84.52,84.52,0.0,1,1,56,True,False
519.28,519.28,0.0,1,1,24,True,False
76.98,76.98,0.0,1,1,49,True,False
134.85,134.85,0.0,1,1,42,False,False
730.63,730.63,0.0,1,1,67,False,False
84.52,84.52,0.0,1,1,71,False,False
2860.91,2860.91,0.0,1,1,34,False,False
192.24,192.24,0.0,1,1,49,False,False
89.74,89.74,0.0,1,1,21,False,False
270.03,270.03,0.0,1,1,41,False,True
647.96,647.96,0.0,1,1,66,False,False
187.99,187.99,0.0,1,1,51,False,False
774.92,774.92,0.0,1,1,26,False,False
281.54,281.54,0.0,1,1,75,True,False
224.35,224.35,0.0,1,1,64,True,False
19.13,19.13,0.0,1,1,46,True,False
194.23,194.23,0.0,1,1,55,True,False
264.74,264.74,0.0,1,1,35,False,False
89.17,89.17,0.0,1,1,70,True,False
25.1,25.1,0.0,1,1,51,False,False
355.0,355.0,0.0,1,1,70,True,False
425.12,425.12,0.0,1,1,33,True,False
27.17,27.17,0.0,1,1,58,False,False
76.23,76.23,0.0,1,1,72,False,True
61.18,61.18,0.0,1,1,76,False,False
800.12,800.12,0.0,1,1,76,False,False
122.72,122.72,0.0,1,1,24,True,False
278.91,278.91,0.0,1,1,77,True,False
83.06,83.06,0.0,1,1,23,False,False
455.26,455.26,0.0,1,1,49,False,False
1672.46,1672.46,0.0,1,1,55,False,False
153.32,153.32,0.0,1,1,55,True,False
463.92,463.92,0.0,1,1,56,True,False
199.88,199.88,0.0,1,1,40,False,False
541.01,541.01,0.0,1,1,46,True,False
269.25,269.25,0.0,1,1,77,False,True
10.33,10.33,0.0,1,1,34,True,False
223.74,223.74,0.0,1,1,71,True,False
202.57,202.57,0.0,1,1,65,False,False
54.76,54.76,0.0,1,1,25,False,False
98.56,98.56,0.0,1,1,58,False,True
92.74,92.74,0.0,1,1,43,True,False
568.02,568.02,0.0,1,1,25,False,False
214.58,214.58,0.0,1,1,70,False,False
284.16,284.16,0.0,1,1,30,False,False
159.3,159.3,0.0,1,1,41,True,False
20.12,20.12,0.0,1,1,28,True,False
51.85,51.85,0.0,1,1,36,False,False
232.67,232.67,0.0,1,1,34,False,False
2282.23,2282.23,0.0,1,1,29,False,False
477.39,477.39,0.0,1,1,71,False,False
20.77,20.77,0.0,1,1,24,True,False
282.82,282.82,0.0,1,1,57,False,False
121.96,121.96,0.0,1,1,23,False,False
356.72,356.72,0.0,1,1,23,True,False
75.68,75.68,0.0,1,1,72,False,False
2984.3,2984.3,0.0,1,1,33,False,False
521.39,521.39,0.0,1,1,74,False,False
1966.03,1966.03,0.0,1,1,41,False,True
278.42,278.42,0.0,1,1,25,True,False
807.46,807.46,0.0,1,1,76,False,False
519.26,519.26,0.0,1,1,54,True,False
262.83,262.83,0.0,1,1,63,True,False
45.52,45.52,0.0,1,1,35,False,True
20.24,20.24,0.0,1,1,60,True,False
67.22,67.22,0.0,1,1,53,True,False
88.37,88.37,0.0,1,1,48,True,False
127.96,127.96,0.0,1,1,43,False,False
61.15,61.15,0.0,1,1,34,False,False
55.21,55.21,0.0,1,1,68,False,False
1690.88,1690.88,0.0,1,1,46,True,False
1065.43,1065.43,0.0,1,1,53,True,False
357.24,357.24,0.0,1,1,23,False,False
63.31,63.31,0.0,1,1,75,False,False
249.95,249.95,0.0,1,1,47,False,False
73.43,73.43,0.0,1,1,72,False,True
117.24,117.24,0.0,1,1,49,False,False
268.52,268.52,0.0,1,1,54,True,False
1854.31,1854.31,0.0,1,1,47,False,False
474.33,474.33,0.0,1,1,51,True,False
89.84,89.84,0.0,1,1,28,True,False
1467.92,1467.92,0.0,1,1,50,True,False
94.34,94.34,0.0,1,1,64,True,False
260.19,260.19,0.0,1,1,56,False,False
357.15,357.15,0.0,1,1,42,False,False
437.9,437.9,0.0,1,1,76,True,False
174.36,174.36,0.0,1,1,75,False,False
407.02,407.02,0.0,1,1,29,False,False
75.22,75.22,0.0,1,1,33,False,False
175.65,175.65,0.0,1,1,20,False,False
65.22,65.22,0.0,1,1,65,False,True
99.82,99.82,0.0,1,1,42,False,False
722.45,722.45,0.0,1,1,47,True,False
128.49,128.49,0.0,1,1,51,False,False
992.62,992.62,0.0,1,1,44,True,False
93.23,93.23,0.0,1,1,55,False,False
119.94,119.94,0.0,1,1,65,True,False
34.35,34.35,0.0,1,1,51,False,False
1385.37,1385.37,0.0,1,1,49,True,False
54.1,54.1,0.0,1,1,37,False,True
81.54,81.54,0.0,1,1,70,False,False
101.88,101.88,0.0,1,1,54,True,False
522.12,522.12,0.0,1,1,56,False,False
453.79,453.79,0.0,1,1,47,True,False
72.86,72.86,0.0,1,1,27,True,False
2323.21,2323.21,0.0,1,1,40,False,True
350.11,350.11,0.0,1,1,37,True,False
61.63,61.63,0.0,1,1,63,False,False
119.48,119.48,0.0,1,1,41,False,False
77.94,77.94,0.0,1,1,20,True,False
34.07,34.07,0.0,1,1,54,True,False
45.4,45.4,0.0,1,1,20,False,False
78.13,78.13,0.0,1,1,29,True,False
83.83,83.83,0.0,1,1,73,False,False
97.75,97.75,0.0,1,1,72,False,False
280.0,280.0,0.0,1,1,70,True,False
124.78,124.78,0.0,1,1,48,False,False
21.27,21.27,0.0,1,1,48,False,False
175.01,175.01,0.0,1,1,66,False,False
238.17,238.17,0.0,1,1,43,False,False
145.07,145.07,0.0,1,1,67,False,False
66.54,66.54,0.0,1,1,52,True,False
80.08,80.08,0.0,1,1,20,False,False
463.1,463.1,0.0,1,1,52,True,False
127.07,127.07,0.0,1,1,54,True,False
90.36,90.36,0.0,1,1,49,False,True
493.93,493.93,0.0,1,1,44,False,False
257.46,257.46,0.0,1,1,55,False,True
374.47,374.47,0.0,1,1,31,False,True
299.3,299.3,0.0,1,1,59,True,False
32.22,32.22,0.0,1,1,54,True,False
16.99,16.99,0.0,1,1,47,False,False
81.8,81.8,0.0,1,1,23,False,True
93.71,93.71,0.0,1,1,43,False,True
58.96,58.96,0.0,1,1,52,False,False
224.87,224.87,0.0,1,1,69,True,False
90.28,90.28,0.0,1,1,20,True,False
